image_id,face_length,face_width,forehead_width,cheekbone_width,jaw_width,aspect_ratio,hair_length,hair_texture,hair_density,style_preference,face_shape_label,target_hairstyle_id,suitability_rating
img_00234,233.7,161.2,131.3,161.2,127.1,1.45,Short,Curly,Medium,unisex,Oblong,buzz-cut,4.5
img_00235,188.8,162.6,155.1,162.6,155.1,1.16,Medium,Coily,Medium,feminine,Square,french-bob,4.8
img_00236,248.0,193.0,184.8,193.0,116.9,1.28,Short,Coily,Medium,feminine,Heart,long-waves,4.7
img_00237,230.8,180.7,174.3,180.7,114.3,1.28,Long,Straight,Medium,feminine,Heart,buzz-cut,4.1
img_00238,255.7,189.4,197.6,189.4,125.8,1.35,Short,Wavy,Medium,no_preference,Heart,buzz-cut,4.8
img_00239,228.4,187.4,180.8,187.4,180.8,1.22,Medium,Coily,Medium,masculine,Square,textured-crop,4.6
img_00240,177.4,173.4,147.7,173.4,150.2,1.02,Short,Wavy,Medium,masculine,Round,curtain-bangs,4.3
img_00241,255.3,162.2,132.7,162.2,127.8,1.57,Short,Coily,Medium,masculine,Oblong,wolf-cut,4.5
img_00242,288.7,188.2,151.3,188.2,158.2,1.53,Long,Straight,Medium,no_preference,Oblong,textured-crop,4.0
img_00243,226.4,166.4,137.8,166.4,130.6,1.36,Short,Coily,Medium,masculine,Oval,french-bob,4.3
img_00244,180.5,171.3,148.6,171.3,149.4,1.05,Medium,Coily,Medium,no_preference,Round,french-bob,4.4
img_00245,249.6,191.1,162.3,191.1,141.8,1.31,Medium,Wavy,Medium,unisex,Oval,textured-crop,4.3
img_00246,187.9,176.4,161.1,176.4,141.5,1.07,Long,Coily,Medium,no_preference,Round,wolf-cut,4.1
img_00247,249.2,191.5,191.4,191.5,133.7,1.3,Short,Curly,Medium,unisex,Heart,long-waves,4.2
img_00248,249.5,178.6,152.9,178.6,135.9,1.4,Short,Straight,Medium,feminine,Oval,wolf-cut,4.2
img_00249,181.4,163.6,145.3,163.6,143.7,1.11,Short,Wavy,Medium,no_preference,Round,long-waves,4.5
img_00250,237.7,181.7,154.0,181.7,139.8,1.31,Short,Straight,Medium,feminine,Oval,french-bob,4.8
img_00251,185.5,163.9,144.6,163.9,140.9,1.13,Long,Coily,Medium,feminine,Round,buzz-cut,4.4
img_00252,192.9,162.1,151.1,162.1,151.6,1.19,Medium,Curly,Medium,no_preference,Square,french-bob,4.8
img_00253,270.1,186.4,152.9,186.4,157.4,1.45,Medium,Coily,Medium,feminine,Oblong,textured-crop,4.0
img_00254,218.5,163.8,137.1,163.8,125.0,1.33,Long,Wavy,Medium,unisex,Oval,buzz-cut,4.5
img_00255,208.3,175.2,171.3,175.2,163.3,1.19,Medium,Coily,Medium,no_preference,Square,buzz-cut,4.8
img_00256,215.6,171.1,173.5,171.1,106.0,1.26,Medium,Coily,Medium,feminine,Heart,long-waves,4.4
img_00257,216.6,166.6,164.4,166.6,114.9,1.3,Long,Coily,Medium,feminine,Heart,textured-crop,4.6
img_00258,296.8,189.3,156.2,189.3,157.1,1.57,Medium,Wavy,Medium,unisex,Oblong,textured-crop,4.8
img_00259,247.1,176.7,152.0,176.7,137.5,1.4,Medium,Wavy,Medium,unisex,Oval,curtain-bangs,4.2
img_00260,204.9,187.5,172.8,187.5,181.7,1.09,Medium,Wavy,Medium,feminine,Square,wolf-cut,5.0
img_00261,257.8,194.3,195.1,194.3,130.4,1.33,Short,Curly,Medium,feminine,Heart,buzz-cut,4.5
img_00262,266.7,170.2,148.1,170.2,136.6,1.57,Short,Coily,Medium,no_preference,Oblong,long-waves,4.1
img_00263,279.9,176.8,151.9,176.8,136.0,1.58,Long,Straight,Medium,unisex,Oblong,french-bob,4.7
img_00264,241.0,178.9,181.3,178.9,109.6,1.35,Medium,Wavy,Medium,unisex,Heart,buzz-cut,4.7
img_00265,260.5,186.2,153.5,186.2,138.7,1.4,Long,Coily,Medium,feminine,Oval,textured-crop,4.2
img_00266,237.9,161.3,137.5,161.3,136.1,1.47,Short,Curly,Medium,masculine,Oblong,curtain-bangs,4.1
img_00267,210.9,186.0,158.1,186.0,151.3,1.13,Medium,Coily,Medium,feminine,Round,french-bob,4.2
img_00268,270.7,181.9,159.7,181.9,138.4,1.49,Short,Straight,Medium,no_preference,Oblong,french-bob,4.9
img_00269,238.8,171.7,148.6,171.7,135.3,1.39,Short,Curly,Medium,feminine,Oval,textured-crop,4.3
img_00270,237.6,171.3,141.6,171.3,134.0,1.39,Short,Coily,Medium,no_preference,Oval,textured-crop,4.2
img_00271,237.8,178.8,153.0,178.8,135.5,1.33,Long,Wavy,Medium,feminine,Oval,textured-crop,4.0
img_00272,260.3,195.1,191.8,195.1,123.7,1.33,Long,Curly,Medium,unisex,Heart,wolf-cut,4.8
img_00273,247.4,183.3,189.8,183.3,119.5,1.35,Short,Coily,Medium,no_preference,Heart,wolf-cut,4.6
img_00274,256.3,189.5,155.8,189.5,150.1,1.35,Medium,Coily,Medium,no_preference,Oval,textured-crop,4.0
img_00275,251.5,196.4,189.3,196.4,124.6,1.28,Short,Wavy,Medium,no_preference,Heart,wolf-cut,4.6
img_00276,249.6,191.6,194.9,191.6,117.5,1.3,Medium,Coily,Medium,masculine,Heart,curtain-bangs,4.7
img_00277,184.8,170.9,157.0,170.9,140.4,1.08,Medium,Wavy,Medium,feminine,Round,textured-crop,4.0
img_00278,255.5,178.9,145.1,178.9,139.1,1.43,Short,Straight,Medium,masculine,Oblong,wolf-cut,4.5
img_00279,203.9,177.9,170.0,177.9,169.4,1.15,Short,Wavy,Medium,masculine,Square,french-bob,4.8
img_00280,207.7,164.3,169.3,164.3,108.0,1.26,Medium,Wavy,Medium,unisex,Heart,french-bob,4.9
img_00281,256.0,192.7,167.4,192.7,148.7,1.33,Long,Curly,Medium,unisex,Oval,textured-crop,4.0
img_00282,184.9,161.8,157.9,161.8,150.5,1.14,Long,Coily,Medium,no_preference,Square,wolf-cut,4.7
img_00283,235.3,187.0,191.1,187.0,130.0,1.26,Short,Coily,Medium,masculine,Heart,curtain-bangs,4.0
img_00284,275.7,193.2,168.0,193.2,149.8,1.43,Medium,Straight,Medium,unisex,Oblong,buzz-cut,4.4
img_00285,212.7,183.9,179.1,183.9,173.6,1.16,Long,Curly,Medium,masculine,Square,long-waves,4.7
img_00286,258.1,185.9,159.1,185.9,143.1,1.39,Long,Wavy,Medium,masculine,Oval,textured-crop,4.2
img_00287,207.3,189.0,184.1,189.0,174.6,1.1,Medium,Coily,Medium,feminine,Square,textured-crop,4.7
img_00288,220.5,171.8,173.1,171.8,103.8,1.28,Short,Wavy,Medium,masculine,Heart,textured-crop,4.7
img_00289,217.8,162.7,141.7,162.7,124.3,1.34,Short,Curly,Medium,masculine,Oval,wolf-cut,4.9
img_00290,214.7,169.1,168.2,169.1,111.2,1.27,Short,Curly,Medium,unisex,Heart,curtain-bangs,4.6
img_00291,178.9,174.8,153.4,174.8,147.2,1.02,Medium,Coily,Medium,no_preference,Round,wolf-cut,4.6
img_00292,289.9,195.6,158.9,195.6,147.2,1.48,Medium,Coily,Medium,unisex,Oblong,curtain-bangs,4.4
img_00293,198.2,176.4,169.4,176.4,168.7,1.12,Medium,Coily,Medium,no_preference,Square,buzz-cut,4.6
img_00294,224.4,166.7,162.2,166.7,116.3,1.35,Long,Curly,Medium,masculine,Heart,buzz-cut,4.1
img_00295,193.5,175.5,161.7,175.5,169.4,1.1,Long,Straight,Medium,feminine,Square,long-waves,4.9
img_00296,260.0,174.8,146.5,174.8,138.9,1.49,Medium,Coily,Medium,masculine,Oblong,textured-crop,4.1
img_00297,225.1,198.4,187.2,198.4,186.6,1.13,Short,Straight,Medium,masculine,Square,textured-crop,4.5
img_00298,299.1,190.5,159.1,190.5,148.6,1.57,Short,Curly,Medium,feminine,Oblong,textured-crop,4.5
img_00299,225.0,169.4,170.2,169.4,104.4,1.33,Long,Coily,Medium,masculine,Heart,curtain-bangs,4.2
img_00300,192.5,179.6,165.1,179.6,156.3,1.07,Medium,Straight,Medium,no_preference,Round,long-waves,4.5
img_00301,261.1,165.9,142.2,165.9,139.5,1.57,Long,Coily,Medium,unisex,Oblong,wolf-cut,4.6
img_00302,254.5,178.3,153.3,178.3,143.6,1.43,Short,Straight,Medium,no_preference,Oblong,buzz-cut,4.5
img_00303,205.5,197.8,174.5,197.8,173.7,1.04,Medium,Curly,Medium,unisex,Round,long-waves,4.5
img_00304,199.5,168.1,158.6,168.1,159.8,1.19,Short,Curly,Medium,feminine,Square,textured-crop,4.9
img_00305,210.8,176.3,170.3,176.3,168.3,1.2,Short,Curly,Medium,no_preference,Square,textured-crop,4.1
img_00306,279.2,177.6,154.7,177.6,134.3,1.57,Medium,Curly,Medium,unisex,Oblong,wolf-cut,4.5
img_00307,280.5,197.1,165.2,197.1,161.3,1.42,Long,Curly,Medium,feminine,Oblong,long-waves,4.1
img_00308,272.8,174.3,143.4,174.3,134.4,1.56,Short,Wavy,Medium,unisex,Oblong,curtain-bangs,5.0
img_00309,204.4,193.1,164.4,193.1,165.9,1.06,Short,Straight,Medium,masculine,Round,wolf-cut,4.0
img_00310,302.0,192.9,167.9,192.9,158.2,1.57,Long,Coily,Medium,unisex,Oblong,textured-crop,4.7
img_00311,216.6,176.3,173.6,176.3,107.7,1.23,Short,Straight,Medium,no_preference,Heart,long-waves,4.0
img_00312,203.0,180.9,167.3,180.9,171.9,1.12,Medium,Coily,Medium,no_preference,Square,french-bob,4.1
img_00313,208.5,188.4,162.9,188.4,163.7,1.11,Long,Coily,Medium,unisex,Round,french-bob,4.2
img_00314,186.9,160.9,156.1,160.9,153.3,1.16,Medium,Straight,Medium,masculine,Square,wolf-cut,4.2
img_00315,204.0,185.9,181.0,185.9,176.7,1.1,Medium,Wavy,Medium,feminine,Square,buzz-cut,4.6
img_00316,239.0,185.5,184.8,185.5,115.6,1.29,Short,Coily,Medium,unisex,Heart,french-bob,4.6
img_00317,218.9,165.7,161.9,165.7,107.7,1.32,Medium,Wavy,Medium,feminine,Heart,long-waves,4.7
img_00318,253.0,189.9,155.8,189.9,146.4,1.33,Medium,Wavy,Medium,no_preference,Oval,french-bob,4.7
img_00319,190.2,178.7,163.6,178.7,144.1,1.06,Long,Straight,Medium,masculine,Round,curtain-bangs,4.3
img_00320,225.8,194.7,189.7,194.7,190.1,1.16,Long,Straight,Medium,feminine,Square,buzz-cut,4.7
img_00321,253.0,187.5,158.1,187.5,145.9,1.35,Long,Wavy,Medium,unisex,Oval,wolf-cut,4.7
img_00322,246.0,167.3,135.6,167.3,136.8,1.47,Short,Wavy,Medium,masculine,Oblong,wolf-cut,4.5
img_00323,201.9,185.8,174.9,185.8,181.6,1.09,Short,Curly,Medium,unisex,Square,long-waves,4.6
img_00324,190.1,174.8,168.9,174.8,165.2,1.09,Short,Coily,Medium,unisex,Square,long-waves,4.2
img_00325,267.5,194.8,167.3,194.8,153.5,1.37,Long,Straight,Medium,masculine,Oval,long-waves,4.4
img_00326,239.0,189.5,192.3,189.5,121.2,1.26,Medium,Wavy,Medium,masculine,Heart,buzz-cut,4.1
img_00327,190.1,174.7,161.9,174.7,166.1,1.09,Long,Straight,Medium,feminine,Square,french-bob,4.2
img_00328,166.6,160.8,141.3,160.8,135.0,1.04,Long,Wavy,Medium,masculine,Round,buzz-cut,4.6
img_00329,284.5,178.6,150.3,178.6,146.0,1.59,Long,Coily,Medium,no_preference,Oblong,textured-crop,4.5
img_00330,212.7,194.3,166.2,194.3,161.4,1.09,Short,Wavy,Medium,masculine,Round,french-bob,4.4
img_00331,269.7,173.7,142.0,173.7,141.4,1.55,Long,Straight,Medium,no_preference,Oblong,wolf-cut,5.0
img_00332,194.1,160.9,155.6,160.9,155.6,1.21,Short,Wavy,Medium,unisex,Square,buzz-cut,4.9
img_00333,247.7,169.1,141.9,169.1,139.5,1.46,Long,Coily,Medium,feminine,Oblong,buzz-cut,5.0
img_00334,229.4,169.6,145.7,169.6,132.0,1.35,Medium,Straight,Medium,masculine,Oval,curtain-bangs,4.7
img_00335,221.3,195.8,170.8,195.8,161.0,1.13,Short,Straight,Medium,no_preference,Round,buzz-cut,4.4
img_00336,246.1,185.7,194.0,185.7,117.7,1.33,Medium,Coily,Medium,masculine,Heart,textured-crop,4.7
img_00337,169.4,165.9,148.3,165.9,138.7,1.02,Medium,Straight,Medium,feminine,Round,french-bob,4.5
img_00338,315.4,198.0,168.2,198.0,166.9,1.59,Medium,Wavy,Medium,feminine,Oblong,long-waves,4.2
img_00339,190.4,166.6,155.4,166.6,153.8,1.14,Short,Straight,Medium,no_preference,Square,curtain-bangs,4.8
img_00340,205.9,175.7,162.8,175.7,168.3,1.17,Long,Wavy,Medium,feminine,Square,textured-crop,4.2
img_00341,271.0,177.5,143.0,177.5,144.2,1.53,Medium,Wavy,Medium,no_preference,Oblong,buzz-cut,4.8
img_00342,205.2,174.2,164.4,174.2,170.2,1.18,Medium,Curly,Medium,no_preference,Square,wolf-cut,4.9
img_00343,221.4,169.9,172.7,169.9,104.7,1.3,Medium,Wavy,Medium,masculine,Heart,french-bob,4.6
img_00344,238.0,160.4,140.2,160.4,123.9,1.48,Long,Straight,Medium,no_preference,Oblong,long-waves,4.3
img_00345,203.2,180.6,156.7,180.6,148.0,1.13,Short,Curly,Medium,no_preference,Round,wolf-cut,4.0
img_00346,218.2,171.6,178.8,171.6,120.0,1.27,Short,Straight,Medium,unisex,Heart,textured-crop,4.6
img_00347,254.7,190.2,198.7,190.2,125.1,1.34,Medium,Straight,Medium,feminine,Heart,wolf-cut,4.3
img_00348,233.1,183.0,189.3,183.0,126.3,1.27,Medium,Straight,Medium,no_preference,Heart,buzz-cut,4.0
img_00349,183.3,168.8,155.7,168.8,157.1,1.09,Medium,Coily,Medium,masculine,Square,textured-crop,5.0
img_00350,287.2,188.8,157.5,188.8,147.7,1.52,Long,Curly,Medium,masculine,Oblong,buzz-cut,4.4
img_00351,210.3,195.7,177.0,195.7,164.0,1.07,Long,Wavy,Medium,no_preference,Round,wolf-cut,4.6
img_00352,233.6,171.8,141.2,171.8,133.7,1.36,Long,Coily,Medium,feminine,Oval,curtain-bangs,4.5
img_00353,195.9,163.8,151.2,163.8,157.8,1.2,Short,Coily,Medium,no_preference,Square,long-waves,4.8
img_00354,212.6,195.0,169.6,195.0,162.7,1.09,Short,Curly,Medium,feminine,Round,wolf-cut,4.8
img_00355,239.8,183.6,154.6,183.6,143.8,1.31,Long,Curly,Medium,feminine,Oval,wolf-cut,4.3
img_00356,212.4,195.3,181.9,195.3,183.3,1.09,Long,Curly,Medium,no_preference,Square,textured-crop,4.8
img_00357,182.8,172.1,154.9,172.1,148.9,1.06,Medium,Straight,Medium,feminine,Round,curtain-bangs,5.0
img_00358,262.8,199.4,197.3,199.4,131.4,1.32,Short,Coily,Medium,unisex,Heart,long-waves,4.7
img_00359,196.8,170.8,159.9,170.8,163.5,1.15,Medium,Straight,Medium,masculine,Square,buzz-cut,4.9
img_00360,224.0,165.2,143.2,165.2,129.3,1.36,Long,Coily,Medium,masculine,Oval,textured-crop,4.4
img_00361,209.1,187.9,165.8,187.9,164.2,1.11,Long,Wavy,Medium,unisex,Round,wolf-cut,4.9
img_00362,210.4,161.2,133.6,161.2,121.4,1.31,Short,Curly,Medium,masculine,Oval,textured-crop,4.7
img_00363,298.7,197.9,164.3,197.9,151.6,1.51,Medium,Straight,Medium,unisex,Oblong,curtain-bangs,4.8
img_00364,208.6,184.6,158.2,184.6,156.0,1.13,Short,Curly,Medium,feminine,Round,textured-crop,4.5
img_00365,199.0,177.2,168.1,177.2,164.3,1.12,Medium,Curly,Medium,unisex,Square,buzz-cut,4.2
img_00366,214.5,194.6,182.7,194.6,182.4,1.1,Medium,Curly,Medium,masculine,Square,wolf-cut,4.1
img_00367,236.2,194.0,185.8,194.0,181.4,1.22,Short,Straight,Medium,no_preference,Square,french-bob,4.4
img_00368,266.7,174.1,143.9,174.1,143.3,1.53,Medium,Straight,Medium,feminine,Oblong,curtain-bangs,4.4
img_00369,196.7,177.3,154.8,177.3,142.7,1.11,Long,Curly,Medium,no_preference,Round,textured-crop,4.6
img_00370,222.8,191.4,187.5,191.4,179.8,1.16,Long,Wavy,Medium,masculine,Square,textured-crop,4.0
img_00371,286.4,199.1,168.0,199.1,168.8,1.44,Short,Straight,Medium,feminine,Oblong,long-waves,4.6
img_00372,232.9,173.9,145.3,173.9,130.8,1.34,Short,Curly,Medium,no_preference,Oval,long-waves,4.3
img_00373,194.9,187.6,167.3,187.6,152.7,1.04,Long,Wavy,Medium,no_preference,Round,curtain-bangs,4.4
img_00374,239.3,184.0,186.7,184.0,115.3,1.3,Medium,Wavy,Medium,unisex,Heart,french-bob,4.3
img_00375,197.1,178.0,158.6,178.0,149.9,1.11,Long,Coily,Medium,feminine,Round,wolf-cut,4.2
img_00376,180.9,164.2,160.4,164.2,158.4,1.1,Short,Curly,Medium,no_preference,Square,french-bob,4.6
img_00377,220.8,162.0,136.6,162.0,129.0,1.36,Short,Coily,Medium,unisex,Oval,textured-crop,4.2
img_00378,255.3,193.6,166.6,193.6,154.6,1.32,Short,Wavy,Medium,feminine,Oval,curtain-bangs,4.4
img_00379,213.6,195.6,189.4,195.6,190.1,1.09,Short,Curly,Medium,masculine,Square,curtain-bangs,4.0
img_00380,240.4,184.5,179.8,184.5,123.9,1.3,Long,Straight,Medium,masculine,Heart,buzz-cut,4.0
img_00381,223.7,168.6,140.7,168.6,125.4,1.33,Short,Wavy,Medium,unisex,Oval,french-bob,4.6
img_00382,208.1,183.8,172.8,183.8,178.8,1.13,Long,Curly,Medium,no_preference,Square,curtain-bangs,4.3
img_00383,218.7,184.7,178.1,184.7,175.7,1.18,Long,Wavy,Medium,feminine,Square,textured-crop,4.9
img_00384,202.9,181.5,171.0,181.5,176.8,1.12,Short,Wavy,Medium,no_preference,Square,curtain-bangs,4.5
img_00385,299.2,194.9,169.0,194.9,155.9,1.53,Medium,Coily,Medium,unisex,Oblong,wolf-cut,4.8
img_00386,204.2,193.0,170.0,193.0,154.7,1.06,Medium,Coily,Medium,unisex,Round,wolf-cut,4.5
img_00387,211.6,168.4,172.0,168.4,101.2,1.26,Short,Straight,Medium,feminine,Heart,french-bob,4.1
img_00388,236.6,162.8,138.9,162.8,136.5,1.45,Short,Curly,Medium,no_preference,Oblong,curtain-bangs,4.1
img_00389,254.3,160.3,133.9,160.3,129.1,1.59,Short,Straight,Medium,masculine,Oblong,long-waves,4.8
img_00390,255.2,193.1,167.7,193.1,152.0,1.32,Medium,Wavy,Medium,masculine,Oval,long-waves,4.3
img_00391,240.2,172.7,142.5,172.7,136.4,1.39,Long,Wavy,Medium,masculine,Oval,french-bob,4.8
img_00392,234.0,173.8,146.8,173.8,128.7,1.35,Short,Straight,Medium,unisex,Oval,wolf-cut,4.4
img_00393,209.0,169.2,163.5,169.2,101.5,1.24,Medium,Straight,Medium,feminine,Heart,buzz-cut,4.5
img_00394,233.2,173.8,150.2,173.8,137.8,1.34,Medium,Wavy,Medium,unisex,Oval,buzz-cut,4.6
img_00395,198.7,180.8,156.8,180.8,145.5,1.1,Medium,Curly,Medium,unisex,Round,french-bob,4.2
img_00396,246.6,182.9,181.3,182.9,123.5,1.35,Short,Curly,Medium,unisex,Heart,long-waves,4.4
img_00397,181.1,166.9,146.6,166.9,145.1,1.09,Medium,Straight,Medium,no_preference,Round,wolf-cut,4.7
img_00398,243.9,164.7,133.6,164.7,134.9,1.48,Long,Straight,Medium,masculine,Oblong,long-waves,4.9
img_00399,193.7,180.3,153.5,180.3,155.7,1.07,Short,Curly,Medium,masculine,Round,curtain-bangs,4.6
img_00400,261.5,168.9,147.0,168.9,139.0,1.55,Short,Coily,Medium,no_preference,Oblong,textured-crop,4.5
img_00401,239.2,179.4,155.6,179.4,137.6,1.33,Long,Curly,Medium,feminine,Oval,textured-crop,4.9
img_00402,182.6,160.5,153.9,160.5,147.8,1.14,Medium,Coily,Medium,no_preference,Square,french-bob,4.5
img_00403,262.7,189.7,161.8,189.7,151.6,1.38,Medium,Wavy,Medium,masculine,Oval,wolf-cut,5.0
img_00404,258.4,199.9,196.3,199.9,124.3,1.29,Medium,Wavy,Medium,no_preference,Heart,curtain-bangs,4.7
img_00405,234.6,178.6,181.4,178.6,119.8,1.31,Long,Wavy,Medium,unisex,Heart,long-waves,4.7
img_00406,238.5,174.9,144.4,174.9,130.5,1.36,Short,Coily,Medium,no_preference,Oval,textured-crop,4.6
img_00407,268.2,180.8,154.5,180.8,149.3,1.48,Long,Straight,Medium,unisex,Oblong,buzz-cut,4.7
img_00408,224.1,167.8,172.0,167.8,115.9,1.34,Long,Curly,Medium,unisex,Heart,wolf-cut,4.7
img_00409,250.5,194.1,199.1,194.1,122.4,1.29,Short,Straight,Medium,unisex,Heart,french-bob,4.4
img_00410,194.9,167.4,162.7,167.4,162.7,1.16,Medium,Coily,Medium,unisex,Square,textured-crop,4.6
img_00411,197.5,175.3,157.1,175.3,151.4,1.13,Medium,Wavy,Medium,masculine,Round,curtain-bangs,4.9
img_00412,254.0,173.0,141.0,173.0,141.8,1.47,Short,Curly,Medium,no_preference,Oblong,french-bob,4.1
img_00413,300.5,192.6,165.8,192.6,148.1,1.56,Medium,Straight,Medium,no_preference,Oblong,buzz-cut,4.2
img_00414,236.8,178.6,150.9,178.6,141.7,1.33,Long,Straight,Medium,no_preference,Oval,french-bob,4.7
img_00415,272.1,195.9,164.5,195.9,155.6,1.39,Short,Wavy,Medium,feminine,Oval,long-waves,4.7
img_00416,239.2,183.1,151.2,183.1,146.4,1.31,Long,Straight,Medium,unisex,Oval,curtain-bangs,4.8
img_00417,173.1,160.2,142.6,160.2,132.1,1.08,Short,Straight,Medium,unisex,Round,buzz-cut,4.9
img_00418,291.2,191.3,157.9,191.3,156.0,1.52,Long,Wavy,Medium,feminine,Oblong,french-bob,4.9
img_00419,248.4,190.5,165.8,190.5,148.0,1.3,Long,Curly,Medium,no_preference,Oval,wolf-cut,4.9
img_00420,180.7,175.6,157.1,175.6,150.8,1.03,Medium,Wavy,Medium,masculine,Round,curtain-bangs,4.6
img_00421,220.7,194.7,183.5,194.7,186.4,1.13,Long,Curly,Medium,masculine,Square,curtain-bangs,4.4
img_00422,209.1,186.0,167.4,186.0,157.6,1.12,Long,Coily,Medium,unisex,Round,wolf-cut,4.7
img_00423,187.5,164.4,147.0,164.4,132.2,1.14,Long,Curly,Medium,masculine,Round,textured-crop,4.1
img_00424,226.6,189.9,179.4,189.9,177.0,1.19,Medium,Wavy,Medium,feminine,Square,textured-crop,4.8
img_00425,180.3,160.8,143.5,160.8,137.6,1.12,Medium,Coily,Medium,feminine,Round,french-bob,4.5
img_00426,183.1,176.1,156.7,176.1,144.8,1.04,Medium,Wavy,Medium,unisex,Round,buzz-cut,4.4
img_00427,205.6,161.3,154.6,161.3,106.5,1.28,Long,Coily,Medium,feminine,Heart,french-bob,4.6
img_00428,307.1,199.0,165.2,199.0,165.2,1.54,Long,Straight,Medium,unisex,Oblong,curtain-bangs,4.0
img_00429,206.1,187.6,167.6,187.6,164.2,1.1,Short,Wavy,Medium,feminine,Round,buzz-cut,4.3
img_00430,311.9,199.0,172.8,199.0,167.9,1.57,Long,Wavy,Medium,unisex,Oblong,long-waves,4.1
img_00431,213.7,166.7,159.3,166.7,115.7,1.28,Long,Straight,Medium,no_preference,Heart,curtain-bangs,5.0
img_00432,267.1,198.7,166.3,198.7,156.6,1.34,Medium,Coily,Medium,no_preference,Oval,wolf-cut,4.2
img_00433,244.7,193.1,190.2,193.1,121.7,1.27,Short,Wavy,Medium,feminine,Heart,buzz-cut,4.1
img_00434,214.8,193.2,172.5,193.2,156.9,1.11,Medium,Wavy,Medium,no_preference,Round,french-bob,4.3
img_00435,219.4,170.9,163.8,170.9,110.4,1.28,Long,Wavy,Medium,masculine,Heart,long-waves,4.3
img_00436,198.7,178.3,158.8,178.3,152.2,1.11,Short,Curly,Medium,feminine,Round,wolf-cut,5.0
img_00437,257.2,197.6,168.2,197.6,151.8,1.3,Short,Curly,Medium,no_preference,Oval,buzz-cut,4.7
img_00438,232.3,174.5,172.8,174.5,110.4,1.33,Long,Straight,Medium,no_preference,Heart,french-bob,4.9
img_00439,287.5,198.1,167.4,198.1,160.0,1.45,Medium,Wavy,Medium,unisex,Oblong,french-bob,4.2
img_00440,251.9,189.7,157.0,189.7,150.1,1.33,Short,Wavy,Medium,unisex,Oval,buzz-cut,4.5
img_00441,215.4,196.1,174.6,196.1,165.7,1.1,Medium,Straight,Medium,feminine,Round,french-bob,4.3
img_00442,180.2,174.7,155.3,174.7,151.6,1.03,Long,Straight,Medium,feminine,Round,buzz-cut,4.7
img_00443,230.0,170.1,144.8,170.1,131.9,1.35,Short,Straight,Medium,unisex,Oval,long-waves,4.8
img_00444,218.9,175.1,171.0,175.1,114.7,1.25,Short,Straight,Medium,no_preference,Heart,long-waves,4.2
img_00445,181.1,161.6,150.7,161.6,151.0,1.12,Long,Straight,Medium,unisex,Square,wolf-cut,4.5
img_00446,256.1,188.1,162.8,188.1,145.0,1.36,Medium,Curly,Medium,masculine,Oval,long-waves,4.4
img_00447,170.8,166.8,144.2,166.8,138.0,1.02,Long,Coily,Medium,unisex,Round,textured-crop,4.5
img_00448,220.8,180.1,171.7,180.1,118.0,1.23,Short,Wavy,Medium,unisex,Heart,textured-crop,4.8
img_00449,198.1,178.0,164.3,178.0,171.5,1.11,Medium,Straight,Medium,masculine,Square,curtain-bangs,4.2
img_00450,243.4,184.4,151.8,184.4,142.8,1.32,Long,Straight,Medium,masculine,Oval,long-waves,4.7
img_00451,306.9,193.4,160.4,193.4,151.2,1.59,Short,Coily,Medium,unisex,Oblong,french-bob,4.1
img_00452,226.0,169.4,139.2,169.4,135.1,1.33,Long,Coily,Medium,unisex,Oval,buzz-cut,4.6
img_00453,188.0,167.7,160.5,167.7,160.3,1.12,Medium,Wavy,Medium,masculine,Square,curtain-bangs,4.3
img_00454,248.5,160.4,137.4,160.4,130.3,1.55,Medium,Curly,Medium,feminine,Oblong,buzz-cut,4.3
img_00455,211.9,194.0,190.0,194.0,184.8,1.09,Medium,Coily,Medium,feminine,Square,buzz-cut,4.2
img_00456,216.1,170.9,170.0,170.9,118.2,1.26,Long,Wavy,Medium,no_preference,Heart,french-bob,4.1
img_00457,261.4,190.0,162.4,190.0,150.9,1.38,Short,Curly,Medium,feminine,Oval,curtain-bangs,4.1
img_00458,197.6,168.5,159.2,168.5,159.1,1.17,Long,Wavy,Medium,no_preference,Square,buzz-cut,4.9
img_00459,243.8,177.6,155.7,177.6,137.9,1.37,Short,Coily,Medium,feminine,Oval,wolf-cut,4.7
img_00460,225.3,164.7,144.4,164.7,123.2,1.37,Long,Wavy,Medium,masculine,Oval,wolf-cut,4.6
img_00461,206.8,181.9,159.0,181.9,156.2,1.14,Long,Wavy,Medium,masculine,Round,buzz-cut,4.9
img_00462,204.4,176.4,172.3,176.4,163.2,1.16,Long,Straight,Medium,no_preference,Square,wolf-cut,4.1
img_00463,257.4,178.6,156.9,178.6,137.8,1.44,Short,Curly,Medium,no_preference,Oblong,long-waves,4.7
img_00464,246.0,184.7,179.6,184.7,126.9,1.33,Short,Curly,Medium,no_preference,Heart,wolf-cut,4.2
img_00465,249.9,199.3,208.7,199.3,128.2,1.25,Long,Wavy,Medium,unisex,Heart,buzz-cut,4.0
img_00466,235.9,178.3,152.8,178.3,134.7,1.32,Long,Wavy,Medium,feminine,Oval,long-waves,4.8
img_00467,226.6,163.1,141.5,163.1,122.2,1.39,Short,Straight,Medium,feminine,Oval,long-waves,4.2
img_00468,242.5,174.3,148.9,174.3,130.9,1.39,Short,Curly,Medium,feminine,Oval,wolf-cut,4.4
